profile,year,month,source,simulated_profit_pct,simulated_dd_pct
SAFE_FUNDED,2023,2023-08,fbs,4.51,4.13
SAFE_FUNDED,2023,2023-09,fbs,9.45,4.13
SAFE_FUNDED,2023,2023-10,fbs,9.03,4.13
SAFE_FUNDED,2023,2023-11,fbs,6.6,4.13
SAFE_FUNDED,2023,2023-12,fbs,8.96,4.13
SAFE_FUNDED,2024,2024-01,fbs,9.31,8.89
SAFE_FUNDED,2024,2024-02,fbs,-0.56,8.89
SAFE_FUNDED,2024,2024-03,fbs,16.32,8.89
SAFE_FUNDED,2024,2024-04,fbs,15.63,8.89
SAFE_FUNDED,2024,2024-05,fbs,10.76,8.89
SAFE_FUNDED,2024,2024-06,fbs,5.56,8.89
SAFE_FUNDED,2024,2024-07,fbs,17.43,8.89
SAFE_FUNDED,2024,2024-08,fbs,5.76,8.89
SAFE_FUNDED,2024,2024-09,fbs,11.95,8.89
SAFE_FUNDED,2024,2024-10,fbs,8.82,8.89
SAFE_FUNDED,2024,2024-11,fbs,11.67,8.89
SAFE_FUNDED,2024,2024-12,fbs,9.17,8.89
SAFE_FUNDED,2025,2025-01,fbs,10.76,11.24
SAFE_FUNDED,2025,2025-02,fbs,15.0,11.24
SAFE_FUNDED,2025,2025-03,fbs,11.39,11.24
SAFE_FUNDED,2025,2025-04,fbs,28.89,11.24
SAFE_FUNDED,2025,2025-05,fbs,23.96,11.24
SAFE_FUNDED,2025,2025-06,fbs,7.85,11.24
SAFE_FUNDED,2025,2025-07,fbs,15.07,11.24
SAFE_FUNDED,2025,2025-08,fbs,5.9,11.24
SAFE_FUNDED,2025,2025-09,fbs,15.28,11.24
SAFE_FUNDED,2025,2025-10,fbs,33.75,11.24
SAFE_FUNDED,2025,2025-11,fbs,8.33,11.24
SAFE_FUNDED,2025,2025-12,fbs,19.45,11.24
SAFE_FUNDED,2020,2020-05,fbs,17.36,5.08
SAFE_FUNDED,2020,2020-06,fbs,17.43,5.08
SAFE_FUNDED,2020,2020-07,fbs,24.38,5.08
SAFE_FUNDED,2020,2020-08,fbs,60.84,5.08
SAFE_FUNDED,2020,2020-09,fbs,30.21,5.08
SAFE_FUNDED,2020,2020-10,fbs,6.81,5.08
SAFE_FUNDED,2020,2020-11,fbs,26.04,5.08
SAFE_FUNDED,2020,2020-12,fbs,21.18,5.08
SAFE_FUNDED,2021,2021-01,fbs,23.27,7.94
SAFE_FUNDED,2021,2021-02,fbs,22.15,7.94
SAFE_FUNDED,2021,2021-03,fbs,11.25,7.94
SAFE_FUNDED,2021,2021-04,fbs,9.24,7.94
SAFE_FUNDED,2021,2021-05,fbs,18.27,7.94
SAFE_FUNDED,2021,2021-06,fbs,12.5,7.94
SAFE_FUNDED,2021,2021-07,fbs,5.56,7.94
SAFE_FUNDED,2021,2021-08,fbs,22.43,7.94
SAFE_FUNDED,2021,2021-09,fbs,12.71,7.94
SAFE_FUNDED,2021,2021-10,fbs,9.38,7.94
SAFE_FUNDED,2021,2021-11,fbs,20.7,7.94
SAFE_FUNDED,2021,2021-12,fbs,6.95,7.94
SAFE_FUNDED,2022,2022-01,fbs,10.63,8.57
SAFE_FUNDED,2022,2022-02,fbs,7.29,8.57
SAFE_FUNDED,2022,2022-03,fbs,49.59,8.57
SAFE_FUNDED,2022,2022-04,fbs,7.5,8.57
SAFE_FUNDED,2022,2022-05,fbs,9.65,8.57
SAFE_FUNDED,2022,2022-06,fbs,7.29,8.57
SAFE_FUNDED,2022,2022-07,fbs,13.89,8.57
SAFE_FUNDED,2022,2022-08,fbs,8.89,8.57
SAFE_FUNDED,2022,2022-09,fbs,7.22,8.57
SAFE_FUNDED,2022,2022-10,fbs,6.81,8.57
SAFE_FUNDED,2022,2022-11,fbs,10.07,8.57
SAFE_FUNDED,2022,2022-12,fbs,8.06,8.57
SAFE_FUNDED,2023,2023-01,fbs,8.06,8.26
SAFE_FUNDED,2023,2023-02,fbs,11.74,8.26
SAFE_FUNDED,2023,2023-03,fbs,22.5,8.26
SAFE_FUNDED,2023,2023-04,fbs,13.26,8.26
SAFE_FUNDED,2023,2023-05,fbs,13.82,8.26
SAFE_FUNDED,2023,2023-06,fbs,-0.21,8.26
SAFE_FUNDED,2023,2023-07,fbs,6.25,8.26
SAFE_FUNDED,2023,2023-08,fbs,6.39,8.26
SAFE_FUNDED,2023,2023-09,fbs,13.47,8.26
SAFE_FUNDED,2023,2023-10,fbs,12.78,8.26
SAFE_FUNDED,2023,2023-11,fbs,9.31,8.26
SAFE_FUNDED,2023,2023-12,fbs,12.5,8.26
SAFE_FUNDED,2024,2024-01,fbs,12.99,17.78
SAFE_FUNDED,2024,2024-02,fbs,-0.76,17.78
SAFE_FUNDED,2024,2024-03,fbs,22.64,17.78
SAFE_FUNDED,2024,2024-04,fbs,21.46,17.78
SAFE_FUNDED,2024,2024-05,fbs,14.72,17.78
SAFE_FUNDED,2024,2024-06,fbs,7.5,17.78
SAFE_FUNDED,2024,2024-07,fbs,23.54,17.78
SAFE_FUNDED,2024,2024-08,fbs,7.71,17.78
SAFE_FUNDED,2024,2024-09,fbs,15.97,17.78
SAFE_FUNDED,2024,2024-10,fbs,11.67,17.78
SAFE_FUNDED,2024,2024-11,fbs,15.42,17.78
SAFE_FUNDED,2024,2024-12,fbs,12.08,17.78
SAFE_FUNDED,2025,2025-01,fbs,14.17,22.55
SAFE_FUNDED,2025,2025-02,fbs,19.58,22.55
SAFE_FUNDED,2025,2025-03,fbs,14.72,22.55
SAFE_FUNDED,2025,2025-04,fbs,37.29,22.55
SAFE_FUNDED,2025,2025-05,fbs,30.56,22.55
SAFE_FUNDED,2025,2025-06,fbs,9.86,22.55
SAFE_FUNDED,2025,2025-07,fbs,19.03,22.55
SAFE_FUNDED,2025,2025-08,fbs,7.36,22.55
SAFE_FUNDED,2025,2025-09,fbs,19.1,22.55
SAFE_FUNDED,2025,2025-10,fbs,42.02,22.55
SAFE_FUNDED,2025,2025-11,fbs,10.28,22.55
SAFE_FUNDED,2025,2025-12,fbs,23.82,22.55
SAFE_FUNDED,2020,2020-05,fbs,26.04,7.62
SAFE_FUNDED,2020,2020-06,fbs,25.84,7.62
SAFE_FUNDED,2020,2020-07,fbs,35.63,7.62
SAFE_FUNDED,2020,2020-08,fbs,87.78,7.62
SAFE_FUNDED,2020,2020-09,fbs,42.09,7.62
SAFE_FUNDED,2020,2020-10,fbs,9.31,7.62
SAFE_FUNDED,2020,2020-11,fbs,35.56,7.62
SAFE_FUNDED,2020,2020-12,fbs,28.54,7.62
SAFE_FUNDED,2021,2021-01,fbs,31.04,11.94
SAFE_FUNDED,2021,2021-02,fbs,29.24,11.94
SAFE_FUNDED,2021,2021-03,fbs,14.72,11.94
SAFE_FUNDED,2021,2021-04,fbs,12.01,11.94
SAFE_FUNDED,2021,2021-05,fbs,23.68,11.94
SAFE_FUNDED,2021,2021-06,fbs,16.04,11.94
SAFE_FUNDED,2021,2021-07,fbs,7.08,11.94
SAFE_FUNDED,2021,2021-08,fbs,28.61,11.94
SAFE_FUNDED,2021,2021-09,fbs,16.11,11.94
SAFE_FUNDED,2021,2021-10,fbs,11.81,11.94
SAFE_FUNDED,2021,2021-11,fbs,25.97,11.94
SAFE_FUNDED,2021,2021-12,fbs,8.68,11.94
SAFE_FUNDED,2022,2022-01,fbs,13.26,12.89
SAFE_FUNDED,2022,2022-02,fbs,9.1,12.89
SAFE_FUNDED,2022,2022-03,fbs,61.25,12.89
SAFE_FUNDED,2022,2022-04,fbs,9.1,12.89
SAFE_FUNDED,2022,2022-05,fbs,11.74,12.89
SAFE_FUNDED,2022,2022-06,fbs,8.82,12.89
SAFE_FUNDED,2022,2022-07,fbs,16.74,12.89
SAFE_FUNDED,2022,2022-08,fbs,10.7,12.89
SAFE_FUNDED,2022,2022-09,fbs,8.61,12.89
SAFE_FUNDED,2022,2022-10,fbs,8.13,12.89
SAFE_FUNDED,2022,2022-11,fbs,12.08,12.89
SAFE_FUNDED,2022,2022-12,fbs,9.58,12.89
SAFE_FUNDED,2023,2023-01,fbs,9.58,12.39
SAFE_FUNDED,2023,2023-02,fbs,13.96,12.39
SAFE_FUNDED,2023,2023-03,fbs,26.6,12.39
SAFE_FUNDED,2023,2023-04,fbs,15.63,12.39
SAFE_FUNDED,2023,2023-05,fbs,16.18,12.39
SAFE_FUNDED,2023,2023-06,fbs,-0.21,12.39
SAFE_FUNDED,2023,2023-07,fbs,7.29,12.39
SAFE_FUNDED,2023,2023-08,fbs,7.5,12.39
SAFE_FUNDED,2023,2023-09,fbs,15.7,12.39
SAFE_FUNDED,2023,2023-10,fbs,14.79,12.39
SAFE_FUNDED,2023,2023-11,fbs,10.76,12.39
SAFE_FUNDED,2023,2023-12,fbs,14.45,12.39
SAFE_FUNDED,2024,2024-01,fbs,15.0,26.68
SAFE_FUNDED,2024,2024-02,fbs,-0.83,26.68
SAFE_FUNDED,2024,2024-03,fbs,25.97,26.68
SAFE_FUNDED,2024,2024-04,fbs,24.59,26.68
SAFE_FUNDED,2024,2024-05,fbs,16.74,26.68
SAFE_FUNDED,2024,2024-06,fbs,8.54,26.68
SAFE_FUNDED,2024,2024-07,fbs,26.74,26.68
SAFE_FUNDED,2024,2024-08,fbs,8.75,26.68
SAFE_FUNDED,2024,2024-09,fbs,17.99,26.68
SAFE_FUNDED,2024,2024-10,fbs,13.13,26.68
SAFE_FUNDED,2024,2024-11,fbs,17.29,26.68
SAFE_FUNDED,2024,2024-12,fbs,13.54,26.68
SAFE_FUNDED,2025,2025-01,fbs,15.77,33.79
SAFE_FUNDED,2025,2025-02,fbs,21.81,33.79
SAFE_FUNDED,2025,2025-03,fbs,16.39,33.79
SAFE_FUNDED,2025,2025-04,fbs,41.32,33.79
SAFE_FUNDED,2025,2025-05,fbs,33.68,33.79
SAFE_FUNDED,2025,2025-06,fbs,10.83,33.79
SAFE_FUNDED,2025,2025-07,fbs,20.84,33.79
SAFE_FUNDED,2025,2025-08,fbs,8.06,33.79
SAFE_FUNDED,2025,2025-09,fbs,20.9,33.79
SAFE_FUNDED,2025,2025-10,fbs,45.77,33.79
SAFE_FUNDED,2025,2025-11,fbs,11.18,33.79
SAFE_FUNDED,2025,2025-12,fbs,25.77,33.79
SAFE_FUNDED,2020,2020-05,fbs,34.73,10.16
SAFE_FUNDED,2020,2020-06,fbs,34.1,10.16
SAFE_FUNDED,2020,2020-07,fbs,46.46,10.16
SAFE_FUNDED,2020,2020-08,fbs,112.65,10.16
SAFE_FUNDED,2020,2020-09,fbs,52.37,10.16
SAFE_FUNDED,2020,2020-10,fbs,11.39,10.16
SAFE_FUNDED,2020,2020-11,fbs,43.48,10.16
SAFE_FUNDED,2020,2020-12,fbs,34.52,10.16
SAFE_FUNDED,2021,2021-01,fbs,37.23,15.88
SAFE_FUNDED,2021,2021-02,fbs,34.79,15.88
SAFE_FUNDED,2021,2021-03,fbs,17.36,15.88
SAFE_FUNDED,2021,2021-04,fbs,14.17,15.88
SAFE_FUNDED,2021,2021-05,fbs,27.78,15.88
SAFE_FUNDED,2021,2021-06,fbs,18.68,15.88
SAFE_FUNDED,2021,2021-07,fbs,8.26,15.88
SAFE_FUNDED,2021,2021-08,fbs,33.27,15.88
SAFE_FUNDED,2021,2021-09,fbs,18.54,15.88
SAFE_FUNDED,2021,2021-10,fbs,13.54,15.88
SAFE_FUNDED,2021,2021-11,fbs,29.72,15.88
SAFE_FUNDED,2021,2021-12,fbs,9.86,15.88
SAFE_FUNDED,2022,2022-01,fbs,15.07,17.15
SAFE_FUNDED,2022,2022-02,fbs,10.28,17.15
SAFE_FUNDED,2022,2022-03,fbs,69.38,17.15
SAFE_FUNDED,2022,2022-04,fbs,10.21,17.15
SAFE_FUNDED,2022,2022-05,fbs,13.13,17.15
SAFE_FUNDED,2022,2022-06,fbs,9.79,17.15
SAFE_FUNDED,2022,2022-07,fbs,18.68,17.15
SAFE_FUNDED,2022,2022-08,fbs,11.88,17.15
SAFE_FUNDED,2022,2022-09,fbs,9.58,17.15
SAFE_FUNDED,2022,2022-10,fbs,9.03,17.15
SAFE_FUNDED,2022,2022-11,fbs,13.33,17.15
SAFE_FUNDED,2022,2022-12,fbs,10.63,17.15
SAFE_FUNDED,2023,2023-01,fbs,10.56,16.51
SAFE_FUNDED,2023,2023-02,fbs,15.35,16.51
SAFE_FUNDED,2023,2023-03,fbs,29.31,16.51
SAFE_FUNDED,2023,2023-04,fbs,17.15,16.51
SAFE_FUNDED,2023,2023-05,fbs,17.71,16.51
SAFE_FUNDED,2023,2023-06,fbs,-0.21,16.51
SAFE_FUNDED,2023,2023-07,fbs,7.99,16.51
SAFE_FUNDED,2023,2023-08,fbs,8.13,16.51
SAFE_FUNDED,2023,2023-09,fbs,17.08,16.51
SAFE_FUNDED,2023,2023-10,fbs,16.11,16.51
SAFE_FUNDED,2023,2023-11,fbs,11.74,16.51
SAFE_FUNDED,2023,2023-12,fbs,15.7,16.51
SAFE_FUNDED,2024,2024-01,fbs,16.18,35.57
SAFE_FUNDED,2024,2024-02,fbs,-0.9,35.57
SAFE_FUNDED,2024,2024-03,fbs,28.06,35.57
SAFE_FUNDED,2024,2024-04,fbs,26.46,35.57
SAFE_FUNDED,2024,2024-05,fbs,17.99,35.57
SAFE_FUNDED,2024,2024-06,fbs,9.17,35.57
SAFE_FUNDED,2024,2024-07,fbs,28.61,35.57
SAFE_FUNDED,2024,2024-08,fbs,9.31,35.57
SAFE_FUNDED,2024,2024-09,fbs,19.24,35.57
SAFE_FUNDED,2024,2024-10,fbs,14.03,35.57
SAFE_FUNDED,2024,2024-11,fbs,18.47,35.57
SAFE_FUNDED,2024,2024-12,fbs,14.38,35.57
SAFE_FUNDED,2025,2025-01,fbs,16.74,45.1
SAFE_FUNDED,2025,2025-02,fbs,23.13,45.1
SAFE_FUNDED,2025,2025-03,fbs,17.36,45.1
SAFE_FUNDED,2025,2025-04,fbs,43.68,45.1
SAFE_FUNDED,2025,2025-05,fbs,35.49,45.1
SAFE_FUNDED,2025,2025-06,fbs,11.39,45.1
SAFE_FUNDED,2025,2025-07,fbs,21.88,45.1
SAFE_FUNDED,2025,2025-08,fbs,8.47,45.1
SAFE_FUNDED,2025,2025-09,fbs,21.88,45.1
SAFE_FUNDED,2025,2025-10,fbs,47.85,45.1
SAFE_FUNDED,2025,2025-11,fbs,11.67,45.1
SAFE_FUNDED,2025,2025-12,fbs,26.88,45.1
SAFE_FUNDED,2020,2020-05,fbs,43.41,12.7
SAFE_FUNDED,2020,2020-06,fbs,42.09,12.7
SAFE_FUNDED,2020,2020-07,fbs,56.74,12.7
SAFE_FUNDED,2020,2020-08,fbs,135.77,12.7
SAFE_FUNDED,2020,2020-09,fbs,61.32,12.7
SAFE_FUNDED,2020,2020-10,fbs,13.2,12.7
SAFE_FUNDED,2020,2020-11,fbs,50.21,12.7
SAFE_FUNDED,2020,2020-12,fbs,39.52,12.7
SAFE_FUNDED,2021,2021-01,fbs,42.36,19.82
SAFE_FUNDED,2021,2021-02,fbs,39.31,19.82
SAFE_FUNDED,2021,2021-03,fbs,19.45,19.82
SAFE_FUNDED,2021,2021-04,fbs,15.83,19.82
SAFE_FUNDED,2021,2021-05,fbs,30.97,19.82
SAFE_FUNDED,2021,2021-06,fbs,20.77,19.82
SAFE_FUNDED,2021,2021-07,fbs,9.17,19.82
SAFE_FUNDED,2021,2021-08,fbs,36.74,19.82
SAFE_FUNDED,2021,2021-09,fbs,20.42,19.82
SAFE_FUNDED,2021,2021-10,fbs,14.86,19.82
SAFE_FUNDED,2021,2021-11,fbs,32.57,19.82
SAFE_FUNDED,2021,2021-12,fbs,10.76,19.82
SAFE_FUNDED,2022,2022-01,fbs,16.46,21.47
SAFE_FUNDED,2022,2022-02,fbs,11.18,21.47
SAFE_FUNDED,2022,2022-03,fbs,75.42,21.47
SAFE_FUNDED,2022,2022-04,fbs,10.97,21.47
SAFE_FUNDED,2022,2022-05,fbs,14.17,21.47
SAFE_FUNDED,2022,2022-06,fbs,10.56,21.47
SAFE_FUNDED,2022,2022-07,fbs,20.07,21.47
SAFE_FUNDED,2022,2022-08,fbs,12.78,21.47
SAFE_FUNDED,2022,2022-09,fbs,10.28,21.47
SAFE_FUNDED,2022,2022-10,fbs,9.65,21.47
SAFE_FUNDED,2022,2022-11,fbs,14.31,21.47
SAFE_FUNDED,2022,2022-12,fbs,11.32,21.47
SAFE_FUNDED,2023,2023-01,fbs,11.32,20.64
SAFE_FUNDED,2023,2023-02,fbs,16.39,20.64
SAFE_FUNDED,2023,2023-03,fbs,31.18,20.64
SAFE_FUNDED,2023,2023-04,fbs,18.2,20.64
SAFE_FUNDED,2023,2023-05,fbs,18.75,20.64
SAFE_FUNDED,2023,2023-06,fbs,-0.28,20.64
SAFE_FUNDED,2023,2023-07,fbs,8.4,20.64
SAFE_FUNDED,2023,2023-08,fbs,8.61,20.64
SAFE_FUNDED,2023,2023-09,fbs,18.06,20.64
SAFE_FUNDED,2023,2023-10,fbs,17.02,20.64
SAFE_FUNDED,2023,2023-11,fbs,12.36,20.64
SAFE_FUNDED,2023,2023-12,fbs,16.53,20.64
SAFE_FUNDED,2024,2024-01,fbs,17.02,44.46
SAFE_FUNDED,2024,2024-02,fbs,-0.97,44.46
SAFE_FUNDED,2024,2024-03,fbs,29.52,44.46
SAFE_FUNDED,2024,2024-04,fbs,27.71,44.46
SAFE_FUNDED,2024,2024-05,fbs,18.82,44.46
SAFE_FUNDED,2024,2024-06,fbs,9.58,44.46
SAFE_FUNDED,2024,2024-07,fbs,29.93,44.46
SAFE_FUNDED,2024,2024-08,fbs,9.72,44.46
SAFE_FUNDED,2024,2024-09,fbs,20.0,44.46
SAFE_FUNDED,2024,2024-10,fbs,14.58,44.46
SAFE_FUNDED,2024,2024-11,fbs,19.17,44.46
SAFE_FUNDED,2024,2024-12,fbs,15.0,44.46
SAFE_FUNDED,2025,2025-01,fbs,17.36,56.4
SAFE_FUNDED,2025,2025-02,fbs,24.03,56.4
SAFE_FUNDED,2025,2025-03,fbs,17.99,56.4
SAFE_FUNDED,2025,2025-04,fbs,45.21,56.4
SAFE_FUNDED,2025,2025-05,fbs,36.67,56.4
SAFE_FUNDED,2025,2025-06,fbs,11.74,56.4
SAFE_FUNDED,2025,2025-07,fbs,22.57,56.4
SAFE_FUNDED,2025,2025-08,fbs,8.75,56.4
SAFE_FUNDED,2025,2025-09,fbs,22.5,56.4
SAFE_FUNDED,2025,2025-10,fbs,49.24,56.4
SAFE_FUNDED,2025,2025-11,fbs,11.95,56.4
SAFE_FUNDED,2025,2025-12,fbs,27.57,56.4
SAFE_FUNDED,2020,2020-05,fbs,52.09,15.24
SAFE_FUNDED,2020,2020-06,fbs,49.93,15.24
SAFE_FUNDED,2020,2020-07,fbs,66.6,15.24
SAFE_FUNDED,2020,2020-08,fbs,157.23,15.24
SAFE_FUNDED,2020,2020-09,fbs,69.24,15.24
SAFE_FUNDED,2020,2020-10,fbs,14.79,15.24
SAFE_FUNDED,2020,2020-11,fbs,55.98,15.24
SAFE_FUNDED,2020,2020-12,fbs,43.75,15.24
SAFE_FUNDED,2021,2021-01,fbs,46.6,23.82
SAFE_FUNDED,2021,2021-02,fbs,42.99,23.82
SAFE_FUNDED,2021,2021-03,fbs,21.18,23.82
SAFE_FUNDED,2021,2021-04,fbs,17.15,23.82
SAFE_FUNDED,2021,2021-05,fbs,33.61,23.82
SAFE_FUNDED,2021,2021-06,fbs,22.43,23.82
SAFE_FUNDED,2021,2021-07,fbs,9.86,23.82
SAFE_FUNDED,2021,2021-08,fbs,39.59,23.82
SAFE_FUNDED,2021,2021-09,fbs,21.88,23.82
SAFE_FUNDED,2021,2021-10,fbs,15.9,23.82
SAFE_FUNDED,2021,2021-11,fbs,34.79,23.82
SAFE_FUNDED,2021,2021-12,fbs,11.46,23.82
SAFE_FUNDED,2022,2022-01,fbs,17.5,25.72
SAFE_FUNDED,2022,2022-02,fbs,11.88,25.72
SAFE_FUNDED,2022,2022-03,fbs,80.08,25.72
SAFE_FUNDED,2022,2022-04,fbs,11.6,25.72
SAFE_FUNDED,2022,2022-05,fbs,14.93,25.72
SAFE_FUNDED,2022,2022-06,fbs,11.11,25.72
SAFE_FUNDED,2022,2022-07,fbs,21.11,25.72
SAFE_FUNDED,2022,2022-08,fbs,13.4,25.72
SAFE_FUNDED,2022,2022-09,fbs,10.76,25.72
SAFE_FUNDED,2022,2022-10,fbs,10.07,25.72
SAFE_FUNDED,2022,2022-11,fbs,14.93,25.72
SAFE_FUNDED,2022,2022-12,fbs,11.88,25.72
SAFE_FUNDED,2023,2023-01,fbs,11.81,24.77
SAFE_FUNDED,2023,2023-02,fbs,17.15,24.77
SAFE_FUNDED,2023,2023-03,fbs,32.57,24.77
SAFE_FUNDED,2023,2023-04,fbs,18.96,24.77
SAFE_FUNDED,2023,2023-05,fbs,19.52,24.77
SAFE_FUNDED,2023,2023-06,fbs,-0.28,24.77
SAFE_FUNDED,2023,2023-07,fbs,8.75,24.77
SAFE_FUNDED,2023,2023-08,fbs,8.96,24.77
SAFE_FUNDED,2023,2023-09,fbs,18.75,24.77
SAFE_FUNDED,2023,2023-10,fbs,17.64,24.77
SAFE_FUNDED,2023,2023-11,fbs,12.78,24.77
SAFE_FUNDED,2023,2023-12,fbs,17.08,24.77
SAFE_FUNDED,2024,2024-01,fbs,17.64,53.35
SAFE_FUNDED,2024,2024-02,fbs,-0.97,53.35
SAFE_FUNDED,2024,2024-03,fbs,30.49,53.35
SAFE_FUNDED,2024,2024-04,fbs,28.68,53.35
SAFE_FUNDED,2024,2024-05,fbs,19.45,53.35
SAFE_FUNDED,2024,2024-06,fbs,9.86,53.35
SAFE_FUNDED,2024,2024-07,fbs,30.84,53.35
SAFE_FUNDED,2024,2024-08,fbs,10.0,53.35
SAFE_FUNDED,2024,2024-09,fbs,20.63,53.35
SAFE_FUNDED,2024,2024-10,fbs,15.0,53.35
SAFE_FUNDED,2024,2024-11,fbs,19.72,53.35
SAFE_FUNDED,2024,2024-12,fbs,15.35,53.35
SAFE_FUNDED,2025,2025-01,fbs,17.85,67.65
SAFE_FUNDED,2025,2025-02,fbs,24.65,67.65
SAFE_FUNDED,2025,2025-03,fbs,18.4,67.65
SAFE_FUNDED,2025,2025-04,fbs,46.32,67.65
SAFE_FUNDED,2025,2025-05,fbs,37.43,67.65
SAFE_FUNDED,2025,2025-06,fbs,12.01,67.65
SAFE_FUNDED,2025,2025-07,fbs,23.06,67.65
SAFE_FUNDED,2025,2025-08,fbs,8.89,67.65
SAFE_FUNDED,2025,2025-09,fbs,22.99,67.65
SAFE_FUNDED,2025,2025-10,fbs,50.21,67.65
SAFE_FUNDED,2025,2025-11,fbs,12.15,67.65
SAFE_FUNDED,2025,2025-12,fbs,28.13,67.65
SAFE_FUNDED,2024,2024-01,fundednext,5.28,1.65
SAFE_FUNDED,2024,2024-02,fundednext,2.5,1.65
SAFE_FUNDED,2024,2024-03,fundednext,6.95,1.65
SAFE_FUNDED,2024,2024-04,fundednext,12.43,1.65
SAFE_FUNDED,2024,2024-05,fundednext,9.93,1.65
SAFE_FUNDED,2024,2024-06,fundednext,4.03,1.65
SAFE_FUNDED,2024,2024-07,fundednext,11.11,1.65
SAFE_FUNDED,2024,2024-08,fundednext,4.38,1.65
SAFE_FUNDED,2024,2024-09,fundednext,8.75,1.65
SAFE_FUNDED,2024,2024-10,fundednext,6.11,1.65
SAFE_FUNDED,2024,2024-11,fundednext,8.54,1.65
SAFE_FUNDED,2024,2024-12,fundednext,6.39,1.65
SAFE_FUNDED,2025,2025-01,fundednext,8.06,4.32
SAFE_FUNDED,2025,2025-02,fundednext,9.31,4.32
SAFE_FUNDED,2025,2025-03,fundednext,7.78,4.32
SAFE_FUNDED,2025,2025-04,fundednext,21.04,4.32
SAFE_FUNDED,2025,2025-05,fundednext,19.45,4.32
SAFE_FUNDED,2025,2025-06,fundednext,6.25,4.32
SAFE_FUNDED,2025,2025-07,fundednext,11.53,4.32
SAFE_FUNDED,2025,2025-08,fundednext,5.28,4.32
SAFE_FUNDED,2025,2025-09,fundednext,10.14,4.32
SAFE_FUNDED,2025,2025-10,fundednext,30.49,4.32
SAFE_FUNDED,2025,2025-11,fundednext,6.74,4.32
SAFE_FUNDED,2025,2025-12,fundednext,16.25,4.32
SAFE_FUNDED,2024,2024-01,fundednext,13.2,4.13
SAFE_FUNDED,2024,2024-02,fundednext,6.11,4.13
SAFE_FUNDED,2024,2024-03,fundednext,17.15,4.13
SAFE_FUNDED,2024,2024-04,fundednext,30.14,4.13
SAFE_FUNDED,2024,2024-05,fundednext,23.47,4.13
SAFE_FUNDED,2024,2024-06,fundednext,9.38,4.13
SAFE_FUNDED,2024,2024-07,fundednext,25.49,4.13
SAFE_FUNDED,2024,2024-08,fundednext,9.93,4.13
SAFE_FUNDED,2024,2024-09,fundednext,19.52,4.13
SAFE_FUNDED,2024,2024-10,fundednext,13.47,4.13
SAFE_FUNDED,2024,2024-11,fundednext,18.61,4.13
SAFE_FUNDED,2024,2024-12,fundednext,13.75,4.13
SAFE_FUNDED,2025,2025-01,fundednext,17.15,10.8
SAFE_FUNDED,2025,2025-02,fundednext,19.58,10.8
SAFE_FUNDED,2025,2025-03,fundednext,16.11,10.8
SAFE_FUNDED,2025,2025-04,fundednext,43.13,10.8
SAFE_FUNDED,2025,2025-05,fundednext,38.68,10.8
SAFE_FUNDED,2025,2025-06,fundednext,12.08,10.8
SAFE_FUNDED,2025,2025-07,fundednext,22.09,10.8
SAFE_FUNDED,2025,2025-08,fundednext,10.0,10.8
SAFE_FUNDED,2025,2025-09,fundednext,18.96,10.8
SAFE_FUNDED,2025,2025-10,fundednext,56.46,10.8
SAFE_FUNDED,2025,2025-11,fundednext,12.08,10.8
SAFE_FUNDED,2025,2025-12,fundednext,28.89,10.8
SAFE_FUNDED,2024,2024-01,fundednext,26.32,8.26
SAFE_FUNDED,2024,2024-02,fundednext,12.01,8.26
SAFE_FUNDED,2024,2024-03,fundednext,33.41,8.26
SAFE_FUNDED,2024,2024-04,fundednext,57.37,8.26
SAFE_FUNDED,2024,2024-05,fundednext,43.13,8.26
SAFE_FUNDED,2024,2024-06,fundednext,16.74,8.26
SAFE_FUNDED,2024,2024-07,fundednext,45.07,8.26
SAFE_FUNDED,2024,2024-08,fundednext,17.08,8.26
SAFE_FUNDED,2024,2024-09,fundednext,33.27,8.26
SAFE_FUNDED,2024,2024-10,fundednext,22.43,8.26
SAFE_FUNDED,2024,2024-11,fundednext,30.7,8.26
SAFE_FUNDED,2024,2024-12,fundednext,22.29,8.26
SAFE_FUNDED,2025,2025-01,fundednext,27.43,21.6
SAFE_FUNDED,2025,2025-02,fundednext,30.91,21.6
SAFE_FUNDED,2025,2025-03,fundednext,25.07,21.6
SAFE_FUNDED,2025,2025-04,fundednext,66.26,21.6
SAFE_FUNDED,2025,2025-05,fundednext,57.57,21.6
SAFE_FUNDED,2025,2025-06,fundednext,17.57,21.6
SAFE_FUNDED,2025,2025-07,fundednext,31.88,21.6
SAFE_FUNDED,2025,2025-08,fundednext,14.24,21.6
SAFE_FUNDED,2025,2025-09,fundednext,26.81,21.6
SAFE_FUNDED,2025,2025-10,fundednext,78.9,21.6
SAFE_FUNDED,2025,2025-11,fundednext,16.39,21.6
SAFE_FUNDED,2025,2025-12,fundednext,39.03,21.6
SAFE_FUNDED,2024,2024-01,fundednext,39.52,12.39
SAFE_FUNDED,2024,2024-02,fundednext,17.71,12.39
SAFE_FUNDED,2024,2024-03,fundednext,48.82,12.39
SAFE_FUNDED,2024,2024-04,fundednext,82.16,12.39
SAFE_FUNDED,2024,2024-05,fundednext,59.73,12.39
SAFE_FUNDED,2024,2024-06,fundednext,22.64,12.39
